,id,usableAreas,createdAt,displayAddressGeolocation,parkingSpaces,suites,bathrooms,bedrooms,pricingInfos,amenities,unitFloor
0,2656648917,['63'],2023-09-19T19:05:03.967Z,"{'lon': -46.712858, 'lat': -23.643604}",[1],[1],[2],[2],"[{'yearlyIptu': '1800', 'price': '575000', 'businessType': 'SALE', 'monthlyCondoFee': '550'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'TOYS_PLACE', 'SECURITY_CAMERA', 'REDARIO', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'ELECTRONIC_GATE', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS']",15
0,2656651096,['63'],2023-09-19T19:11:27.043Z,"{'lon': -46.712858, 'lat': -23.643604}",[1],[1],[2],[2],"[{'yearlyIptu': '1800', 'price': '565000', 'businessType': 'SALE', 'monthlyCondoFee': '550'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'TOYS_PLACE', 'SECURITY_CAMERA', 'REDARIO', 'DISABLED_ACCESS', 'COWORKING', 'GAMES_ROOM', 'ELECTRONIC_GATE', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS']",12
0,2491828391,['49'],2020-08-05T11:56:13.755Z,"{'lon': -46.612905, 'lat': -23.596006}",[1],[1],[1],[1],"[{'rentalInfo': {'period': 'MONTHLY', 'warranties': []}, 'yearlyIptu': '2316', 'price': '690000', 'businessType': 'SALE', 'monthlyCondoFee': '650'}]","['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'SERVICE_AREA', 'GREEN_SPACE', 'PARTY_HALL', 'CONCIERGE_24H', 'INTERNET_ACCESS', 'CLOSET', 'AMERICAN_KITCHEN', 'DEPOSIT', 'ELECTRIC_GENERATOR', 'INTERCOM', 'ALARM_SYSTEM', 'SAFETY_CIRCUIT', 'ADULT_POOL', 'WATCHMAN', 'ELECTRONIC_GATE', 'MOUNTAIN_VIEW']",12
0,2673927737,['64'],2023-12-05T15:02:56.071Z,"{'lon': -46.596859, 'lat': -23.636199}",[1],[1],[2],[3],"[{'yearlyIptu': '1290', 'price': '370000', 'businessType': 'SALE', 'monthlyCondoFee': '526'}]","['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'TENNIS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'LAUNDRY', 'GAMES_ROOM', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",5
0,2475065882,['80'],2020-02-14T15:49:05.935Z,"{'lon': -46.590662, 'lat': -23.557239}",[1],[1],[3],[3],"[{'rentalInfo': {'period': 'MONTHLY', 'warranties': []}, 'yearlyIptu': '0', 'price': '550000', 'businessType': 'SALE', 'monthlyCondoFee': '743'}]","['ELEVATOR', 'GYM', 'PETS_ALLOWED', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'BUILTIN_WARDROBE', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'BATHROOM_CABINETS', 'INTERNET_ACCESS', 'CABLE_TV', 'NEAR_PUBLIC_TRANSPORT']",7
0,2665422722,['76'],2023-10-28T09:02:24.653Z,"{'lon': -46.562883, 'lat': -23.534983}",[1],[2],[2],[2],"[{'yearlyIptu': '250', 'price': '688900', 'businessType': 'SALE', 'monthlyCondoFee': '800'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'SERVICE_AREA', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'INTERCOM', 'LAUNDRY', 'GAMES_ROOM', 'ELECTRONIC_GATE']",8
0,2646852094,['76'],2023-07-28T15:05:40.204Z,None,[2],[1],[2],[3],"[{'yearlyIptu': '1001', 'price': '800000', 'businessType': 'SALE', 'monthlyCondoFee': '800'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'GAMES_ROOM']",13
0,2603396275,['47'],2023-01-04T12:08:04.456Z,"{'lon': -46.649018, 'lat': -23.553279}",[1],[],[1],[1],"[{'yearlyIptu': '1000', 'price': '480000', 'businessType': 'SALE', 'monthlyCondoFee': '600'}]","['FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",10
0,2664161119,['151'],2023-10-23T20:03:07.220Z,"{'lon': -46.673638, 'lat': -23.626483}",[3],[3],[3],[3],"[{'yearlyIptu': '926', 'price': '2690000', 'businessType': 'SALE', 'monthlyCondoFee': '1393'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'LAUNDRY', 'CINEMA', 'SQUASH', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'SAUNA', 'SPA', 'ELECTRONIC_GATE']",0
0,2585289211,['70'],2022-10-15T20:12:29.920Z,"{'lon': -46.60605, 'lat': -23.577855}",[2],[1],[2],[2],"[{'yearlyIptu': '247', 'price': '800000', 'businessType': 'SALE', 'monthlyCondoFee': '800'}]","['BARBECUE_GRILL', 'ELEVATOR', 'POOL', 'SPORTS_COURT']",50
