,id,usableAreas,createdAt,displayAddressGeolocation,parkingSpaces,suites,bathrooms,bedrooms,pricingInfos,amenities,unitFloor
0,2650505628,['35'],2023-08-18T21:00:35.341Z,None,[1],[0],[1],[2],"[{'yearlyIptu': '6', 'price': '365000', 'businessType': 'SALE', 'monthlyCondoFee': '200'}]","['KITCHEN', 'LAUNDRY', 'PETS_ALLOWED']",0
0,2618414638,['151'],2023-03-13T21:23:59.221Z,"{'lon': -46.680061, 'lat': -23.562772}",[2],[2],[2],[2],"[{'yearlyIptu': '400', 'price': '2956783', 'businessType': 'SALE', 'monthlyCondoFee': '1200'}]","['ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'CONCIERGE_24H', 'LAUNDRY', 'GAMES_ROOM', 'ELECTRONIC_GATE']",9
0,2626351473,['153'],2023-04-16T00:11:05.134Z,"{'lon': -46.742488, 'lat': -23.528475}",[3],[2],[1],[4],"[{'yearlyIptu': '400', 'price': '1703000', 'businessType': 'SALE', 'monthlyCondoFee': '1000'}]","['POOL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'TENNIS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'ELECTRONIC_GATE', 'GAMES_ROOM']",23
0,2679259233,['33'],2023-12-27T16:41:45.733Z,"{'lon': -46.62874, 'lat': -23.553598}",[0],[0],[1],[1],"[{'yearlyIptu': '1', 'price': '157600', 'businessType': 'SALE', 'monthlyCondoFee': '380'}]",['PETS_ALLOWED'],0
0,2679249577,['52'],2023-12-27T16:38:43.994Z,"{'lon': -46.686494, 'lat': -23.704358}",[1],[0],[1],[2],"[{'yearlyIptu': '1', 'price': '264520', 'businessType': 'SALE', 'monthlyCondoFee': '350'}]",['PETS_ALLOWED'],0
0,2596378668,['122'],2022-11-29T23:18:35.384Z,"{'lon': -46.701722, 'lat': -23.522726}",[1],[2],[4],[3],"[{'yearlyIptu': '80', 'price': '1200000', 'businessType': 'SALE', 'monthlyCondoFee': '1200'}]","['ELEVATOR', 'GATED_COMMUNITY', 'AIR_CONDITIONING', 'CONCIERGE_24H', 'GAMES_ROOM', 'ELECTRONIC_GATE']",0
0,2655387861,['134'],2023-09-13T06:58:21.973Z,"{'lon': -46.686681, 'lat': -23.615459}",[2],[2],[4],[2],"[{'yearlyIptu': '776', 'price': '2600000', 'businessType': 'SALE', 'monthlyCondoFee': '1350'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'BALCONY', 'BACKYARD', 'AIR_CONDITIONING', 'SERVICE_AREA', 'SPORTS_COURT', 'HOME_OFFICE', 'KITCHEN', 'DEPOSIT', 'INTERCOM', 'ALARM_SYSTEM', 'CABLE_TV']",0
0,2663853412,['100'],2023-10-21T19:34:47.288Z,"{'lon': -46.706192, 'lat': -23.657392}",[0],[0],[2],[2],"[{'yearlyIptu': '0', 'price': '446000', 'businessType': 'SALE', 'monthlyCondoFee': '500'}]",['ELEVATOR'],0
0,2646684556,['118'],2023-07-27T16:00:44.346Z,"{'lon': -46.675195, 'lat': -23.56104}",[2],[1],[3],[2],"[{'yearlyIptu': '450', 'price': '1950000', 'businessType': 'SALE', 'monthlyCondoFee': '1300'}]",['GATED_COMMUNITY'],5
0,91017419,['127'],2017-12-18T15:56:02.249Z,None,[2],[2],[4],[4],"[{'rentalInfo': {'period': 'MONTHLY', 'warranties': []}, 'yearlyIptu': '360', 'price': '1430000', 'businessType': 'SALE', 'monthlyCondoFee': '1031'}, {'rentalInfo': {'period': 'MONTHLY', 'warranties': [], 'monthlyRentalTotalPrice': '8531'}, 'yearlyIptu': '360', 'price': '7500', 'businessType': 'RENTAL', 'monthlyCondoFee': '1031'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'GOURMET_SPACE', 'GARAGE', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'CHILDRENS_POOL', 'GREEN_SPACE', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'SPORTS_COURT', 'KITCHEN', 'INTERCOM', 'LAUNDRY', 'ALARM_SYSTEM', 'NEAR_PUBLIC_TRANSPORT', 'FULL_CABLING', 'WATCHMAN', 'SECURITY_24_HOURS', 'SAFETY_CIRCUIT', 'TEEN_SPACE', 'ADULT_POOL', 'ADULT_GAME_ROOM', 'YOUTH_GAME_ROOM', 'RECEPTION', 'SAUNA', 'ESSENTIAL_PUBLIC_SERVICES', 'NUMBER_OF_FLOORS']",0
